City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
17,Port Elizabeth,0,ZA,1590021245,76,-33.92,25.57,55.4,3.36
170,Aksu,0,CN,1590021488,37,41.12,80.26,63.55,1.19
204,Nsanje,0,MW,1590021528,94,-16.92,35.26,59.63,1.99
284,Saurimo,0,AO,1590021694,61,-9.66,20.39,62.31,5.41
323,Severo-Yeniseyskiy,0,RU,1590021839,45,60.37,93.04,61.9,5.44
